"UberEats_startTime,UberEats_endTime,UberEats_restaurant_info/b_name,UberEats_restaurant_info/vb_name,GrubHub_startTime,GrubHub_endTime,GrubHub_restaurant_info/b_name,GrubHub_restaurant_info/vb_name,is_out_of_range"
",,Mi Yucatan,The Dessert Dream,09:00:00.000,21:00:00.000,Mi Yucatan,The Dessert Dream,Out of Range with 5 mins difference"
",,Mi Yucatan,The Dessert Dream,09:00:00.000,21:00:00.000,Mi Yucatan,The Dessert Dream,Out of Range with 5 mins difference"
",,Mr. Pizza Man,Antonio's Quesadilla Shack,11:00:00.000,22:30:00.000,Mr. Pizza Man,Antonio's Quesadilla Shack,Out of Range with 5 mins difference"
",,Mr. Pizza Man,Antonio's Quesadilla Shack,11:00:00.000,22:30:00.000,Mr. Pizza Man,Antonio's Quesadilla Shack,Out of Range with 5 mins difference"
",,Mr. Pizza Man,Antonio's Quesadilla Shack,11:00:00.000,00:00:00.000,Mr. Pizza Man,Antonio's Quesadilla Shack,Out of Range with 5 mins difference"
",,Mr. Pizza Man,Antonio's Quesadilla Shack,11:00:00.000,22:30:00.000,Mr. Pizza Man,Antonio's Quesadilla Shack,Out of Range with 5 mins difference"
",,Mr. Pizza Man,Antonio's Quesadilla Shack,11:00:00.000,00:00:00.000,Mr. Pizza Man,Antonio's Quesadilla Shack,Out of Range with 5 mins difference"
",,Hudson Market Place,Mufasa's Pancakes & French Toast,00:00:00.000,00:00:00.000,Hudson Market Place,Mufasa's Pancakes & French Toast,Out of Range with 5 mins difference"
",,Hudson Market Place,Mufasa's Pancakes & French Toast,06:00:00.000,02:00:00.000,Hudson Market Place,Mufasa's Pancakes & French Toast,Out of Range with 5 mins difference"
",,Hudson Market Place,Mufasa's Pancakes & French Toast,06:00:00.000,02:00:00.000,Hudson Market Place,Mufasa's Pancakes & French Toast,Out of Range with 5 mins difference"
",,Hudson Market Place,Mufasa's Pancakes & French Toast,06:00:00.000,02:00:00.000,Hudson Market Place,Mufasa's Pancakes & French Toast,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Vegan Falafel Spot,10:00:00.000,04:45:00.000,Fresco Pizza & Grill,Vegan Falafel Spot,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Vegan Falafel Spot,10:00:00.000,05:00:00.000,Fresco Pizza & Grill,Vegan Falafel Spot,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Vegan Falafel Spot,10:00:00.000,04:45:00.000,Fresco Pizza & Grill,Vegan Falafel Spot,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Vegan Falafel Spot,10:00:00.000,05:45:00.000,Fresco Pizza & Grill,Vegan Falafel Spot,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,00:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,02:30:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,15:00:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,02:30:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,02:30:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,10:00:00.000,02:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,04:00:01.448,02:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,10:00:00.000,03:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,10:00:00.000,02:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,Sal's Smoothie Spot,00:00:00.000,00:00:00.000,Omega Salad Bar & Deli,Sal's Smoothie Spot,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,Sal's Smoothie Spot,00:00:00.000,00:00:00.000,Omega Salad Bar & Deli,Sal's Smoothie Spot,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,Sal's Smoothie Spot,00:00:00.000,00:00:00.000,Omega Salad Bar & Deli,Sal's Smoothie Spot,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,Sal's Smoothie Spot,00:00:00.000,00:00:00.000,Omega Salad Bar & Deli,Sal's Smoothie Spot,Out of Range with 5 mins difference"
",,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,,,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,Out of Range with 5 mins difference"
",,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,11:00:00.000,01:00:00.000,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,Out of Range with 5 mins difference"
",,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,10:30:00.000,01:00:00.000,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,Out of Range with 5 mins difference"
",,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,11:00:00.000,01:00:00.000,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,Out of Range with 5 mins difference"
",,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,11:00:00.000,01:00:00.000,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,Out of Range with 5 mins difference"
",,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,11:00:00.000,01:00:00.000,Saran Brothers LLC dba Original Picken Chicken,Addictive Fried Chicken,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Quinoa Craze,02:00:52.361,02:00:00.000,Panini Grill - 937 1st Ave,The Quinoa Craze,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Quinoa Craze,06:00:00.000,02:00:00.000,Panini Grill - 937 1st Ave,The Quinoa Craze,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Quinoa Craze,06:00:00.000,02:00:00.000,Panini Grill - 937 1st Ave,The Quinoa Craze,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Quinoa Craze,00:00:00.000,00:00:00.000,Panini Grill - 937 1st Ave,The Quinoa Craze,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Quinoa Craze,06:00:00.000,02:00:00.000,Panini Grill - 937 1st Ave,The Quinoa Craze,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Mexican Cocina,00:00:00.000,00:00:00.000,Panini Grill - 937 1st Ave,The Mexican Cocina,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Mexican Cocina,00:00:00.000,00:00:00.000,Panini Grill - 937 1st Ave,The Mexican Cocina,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Mexican Cocina,00:00:00.000,00:00:00.000,Panini Grill - 937 1st Ave,The Mexican Cocina,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Mexican Cocina,00:00:00.000,00:00:00.000,Panini Grill - 937 1st Ave,The Mexican Cocina,Out of Range with 5 mins difference"
",,Panini Grill - 937 1st Ave,The Mexican Cocina,00:00:00.000,00:00:00.000,Panini Grill - 937 1st Ave,The Mexican Cocina,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,The Pasta Twins,10:00:00.000,03:00:00.000,Michaelangelo's Pizza,The Pasta Twins,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,The Pasta Twins,10:00:00.000,03:00:00.000,Michaelangelo's Pizza,The Pasta Twins,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,The Pasta Twins,10:00:00.000,03:00:00.000,Michaelangelo's Pizza,The Pasta Twins,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,The Pasta Twins,10:00:00.000,03:00:00.000,Michaelangelo's Pizza,The Pasta Twins,Out of Range with 5 mins difference"
",,East Side Deli,NY Breakfast Spot,06:00:00.000,21:30:00.000,East Side Deli,NY Breakfast Spot,Out of Range with 5 mins difference"
",,East Side Deli,NY Breakfast Spot,06:00:00.000,21:30:00.000,East Side Deli,NY Breakfast Spot,Out of Range with 5 mins difference"
",,East Side Deli,NY Breakfast Spot,06:00:00.000,21:30:00.000,East Side Deli,NY Breakfast Spot,Out of Range with 5 mins difference"
",,East Side Deli,NY Breakfast Spot,06:00:00.000,21:30:00.000,East Side Deli,NY Breakfast Spot,Out of Range with 5 mins difference"
",,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,06:30:00.000,21:00:00.000,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,Out of Range with 5 mins difference"
",,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,06:30:00.000,21:00:00.000,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,Out of Range with 5 mins difference"
",,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,06:30:00.000,21:00:00.000,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,Out of Range with 5 mins difference"
",,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,06:30:00.000,21:00:00.000,Crosstown Diner Corp DBA Palace Restaurant,Breakfast Burrito Floozy,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Kelly's Pancake Bar,Out of Range with 5 mins difference"
",,Headlines Diner,The Sandwich Cafe,06:00:00.000,22:00:00.000,Headlines Diner,The Sandwich Cafe,Out of Range with 5 mins difference"
",,Headlines Diner,The Sandwich Cafe,06:00:00.000,22:00:00.000,Headlines Diner,The Sandwich Cafe,Out of Range with 5 mins difference"
",,Headlines Diner,The Sandwich Cafe,06:00:00.000,22:00:00.000,Headlines Diner,The Sandwich Cafe,Out of Range with 5 mins difference"
",,Headlines Diner,The Sandwich Cafe,06:00:00.000,22:00:00.000,Headlines Diner,The Sandwich Cafe,Out of Range with 5 mins difference"
",,Citi Deli,Toast N Roast Breakfast Sandwiches,00:00:00.000,00:00:00.000,Citi Deli,Toast N Roast Breakfast Sandwiches,Out of Range with 5 mins difference"
",,Citi Deli,Toast N Roast Breakfast Sandwiches,06:00:00.000,02:00:00.000,Citi Deli,Toast N Roast Breakfast Sandwiches,Out of Range with 5 mins difference"
",,Citi Deli,Toast N Roast Breakfast Sandwiches,06:00:00.000,02:00:00.000,Citi Deli,Toast N Roast Breakfast Sandwiches,Out of Range with 5 mins difference"
",,Citi Deli,Toast N Roast Breakfast Sandwiches,06:00:00.000,02:00:00.000,Citi Deli,Toast N Roast Breakfast Sandwiches,Out of Range with 5 mins difference"
",,1 Up Bistro,Ali's Gyro Lab,06:00:00.000,20:00:00.000,1 Up Bistro,Ali's Gyro Lab,Out of Range with 5 mins difference"
",,1 Up Bistro,Ali's Gyro Lab,06:00:00.000,20:00:00.000,1 Up Bistro,Ali's Gyro Lab,Out of Range with 5 mins difference"
",,1 Up Bistro,Ali's Gyro Lab,06:00:00.000,16:00:00.000,1 Up Bistro,Ali's Gyro Lab,Out of Range with 5 mins difference"
",,1 Up Bistro,Ali's Gyro Lab,06:00:00.000,20:00:00.000,1 Up Bistro,Ali's Gyro Lab,Out of Range with 5 mins difference"
",,1 Up Bistro,The Omelette Farm,06:00:00.000,20:00:00.000,1 Up Bistro,The Omelette Farm,Out of Range with 5 mins difference"
",,1 Up Bistro,The Omelette Farm,06:00:00.000,20:00:00.000,1 Up Bistro,The Omelette Farm,Out of Range with 5 mins difference"
",,1 Up Bistro,The Omelette Farm,06:00:00.000,20:00:00.000,1 Up Bistro,The Omelette Farm,Out of Range with 5 mins difference"
",,1 Up Bistro,The Omelette Farm,06:00:00.000,20:00:00.000,1 Up Bistro,The Omelette Farm,Out of Range with 5 mins difference"
",,Farmers Pizza Grill,Wonderland Wraps\xa0,11:00:00.000,23:00:00.000,Farmers Pizza Grill,Wonderland Wraps\xa0,Out of Range with 5 mins difference"
",,Farmers Pizza Grill,Wonderland Wraps\xa0,11:00:00.000,12:00:00.000,Farmers Pizza Grill,Wonderland Wraps\xa0,Out of Range with 5 mins difference"
",,Farmers Pizza Grill,Wonderland Wraps\xa0,10:00:00.000,00:00:00.000,Farmers Pizza Grill,Wonderland Wraps\xa0,Out of Range with 5 mins difference"
",,Farmers Pizza Grill,Wonderland Wraps\xa0,11:00:00.000,23:00:00.000,Farmers Pizza Grill,Wonderland Wraps\xa0,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Mary's Omelette Bar,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Mary's Omelette Bar,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Mary's Omelette Bar,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Mary's Omelette Bar,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Mary's Omelette Bar,00:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Mary's Omelette Bar,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Mary's Omelette Bar,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Mary's Omelette Bar,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Planet Earth Salad,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Planet Earth Salad,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Planet Earth Salad,00:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Planet Earth Salad,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Planet Earth Salad,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Planet Earth Salad,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Planet Earth Salad,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Planet Earth Salad,Out of Range with 5 mins difference"
",,Wesam Deli,Big Ease Smoothies,02:45:41.634,01:00:00.000,Wesam Deli,Big Ease Smoothies,Out of Range with 5 mins difference"
",,Wesam Deli,Big Ease Smoothies,03:01:48.520,01:30:00.000,Wesam Deli,Big Ease Smoothies,Out of Range with 5 mins difference"
",,Wesam Deli,Big Ease Smoothies,03:00:27.390,01:30:00.000,Wesam Deli,Big Ease Smoothies,Out of Range with 5 mins difference"
",,Wesam Deli,Big Ease Smoothies,03:01:49.493,01:30:00.000,Wesam Deli,Big Ease Smoothies,Out of Range with 5 mins difference"
",,Seaport Deli,Italian Dessert Spot,00:00:00.000,00:00:00.000,Seaport Deli,Italian Dessert Spot,Out of Range with 5 mins difference"
",,Seaport Deli,Italian Dessert Spot,00:00:00.000,00:00:00.000,Seaport Deli,Italian Dessert Spot,Out of Range with 5 mins difference"
",,Seaport Deli,Italian Dessert Spot,00:00:00.000,00:00:00.000,Seaport Deli,Italian Dessert Spot,Out of Range with 5 mins difference"
",,Seaport Deli,Italian Dessert Spot,00:00:00.000,00:00:00.000,Seaport Deli,Italian Dessert Spot,Out of Range with 5 mins difference"
",,Remedy Diner,Morning Seafood Catch,06:00:00.000,00:00:00.000,Remedy Diner,Morning Seafood Catch,Out of Range with 5 mins difference"
",,Remedy Diner,Morning Seafood Catch,00:00:00.000,00:00:00.000,Remedy Diner,Morning Seafood Catch,Out of Range with 5 mins difference"
",,Remedy Diner,Morning Seafood Catch,06:00:00.000,00:00:00.000,Remedy Diner,Morning Seafood Catch,Out of Range with 5 mins difference"
",,Remedy Diner,Morning Seafood Catch,06:00:00.000,00:00:00.000,Remedy Diner,Morning Seafood Catch,Out of Range with 5 mins difference"
",,Lincoln Gourmet Deli,Prima Panini Bar,00:00:00.000,00:00:00.000,Lincoln Gourmet Deli,Prima Panini Bar,Out of Range with 5 mins difference"
",,Lincoln Gourmet Deli,Prima Panini Bar,00:00:00.000,00:00:00.000,Lincoln Gourmet Deli,Prima Panini Bar,Out of Range with 5 mins difference"
",,Lincoln Gourmet Deli,Prima Panini Bar,00:00:00.000,00:00:00.000,Lincoln Gourmet Deli,Prima Panini Bar,Out of Range with 5 mins difference"
",,Lincoln Gourmet Deli,Prima Panini Bar,00:00:00.000,00:00:00.000,Lincoln Gourmet Deli,Prima Panini Bar,Out of Range with 5 mins difference"
",,Mr. Pizza Man,The Salad Dream,11:00:00.000,00:00:00.000,Mr. Pizza Man,The Salad Dream,Out of Range with 5 mins difference"
",,Mr. Pizza Man,The Salad Dream,11:00:00.000,00:00:00.000,Mr. Pizza Man,The Salad Dream,Out of Range with 5 mins difference"
",,Mr. Pizza Man,The Salad Dream,11:00:00.000,00:00:00.000,Mr. Pizza Man,The Salad Dream,Out of Range with 5 mins difference"
",,Mr. Pizza Man,The Salad Dream,11:00:00.000,00:00:00.000,Mr. Pizza Man,The Salad Dream,Out of Range with 5 mins difference"
",,Mr. Pizza Man,The Salad Dream,11:00:00.000,00:00:00.000,Mr. Pizza Man,The Salad Dream,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Princess Panini,06:00:00.000,23:00:00.000,1st Ave Gourmet Deli,Princess Panini,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Princess Panini,06:00:00.000,23:00:00.000,1st Ave Gourmet Deli,Princess Panini,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Princess Panini,06:00:00.000,23:00:00.000,1st Ave Gourmet Deli,Princess Panini,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Princess Panini,06:00:00.000,00:00:00.000,1st Ave Gourmet Deli,Princess Panini,Out of Range with 5 mins difference"
",,Mi Yucatan,The Loose Juice,09:00:00.000,20:30:00.000,Mi Yucatan,The Loose Juice,Out of Range with 5 mins difference"
",,Mi Yucatan,The Loose Juice,09:00:00.000,20:30:00.000,Mi Yucatan,The Loose Juice,Out of Range with 5 mins difference"
",,Mi Yucatan,The Loose Juice,09:00:00.000,20:30:00.000,Mi Yucatan,The Loose Juice,Out of Range with 5 mins difference"
",,Mi Yucatan,The Loose Juice,06:00:00.000,19:00:00.000,Mi Yucatan,The Loose Juice,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,Alyssas Dessert Bar,04:00:01.700,00:30:00.000,Modena Pizza & Ice Cream,Alyssas Dessert Bar,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,Alyssas Dessert Bar,11:00:00.000,02:00:00.000,Modena Pizza & Ice Cream,Alyssas Dessert Bar,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,Alyssas Dessert Bar,10:00:00.000,00:30:00.000,Modena Pizza & Ice Cream,Alyssas Dessert Bar,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,Alyssas Dessert Bar,04:00:01.360,00:30:00.000,Modena Pizza & Ice Cream,Alyssas Dessert Bar,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Geno's Gluten Free Pizza,10:00:00.000,02:00:00.000,Michaelangelo's Pizza,Geno's Gluten Free Pizza,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Geno's Gluten Free Pizza,10:00:00.000,02:00:00.000,Michaelangelo's Pizza,Geno's Gluten Free Pizza,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Geno's Gluten Free Pizza,,,Michaelangelo's Pizza,Geno's Gluten Free Pizza,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Geno's Gluten Free Pizza,10:00:00.000,03:00:00.000,Michaelangelo's Pizza,Geno's Gluten Free Pizza,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,10:00:00.000,02:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,04:00:01.448,02:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,10:00:00.000,03:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Michaelangelo's Pizza,Charlie's Calzone Co,10:00:00.000,02:00:00.000,Michaelangelo's Pizza,Charlie's Calzone Co,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,06:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,06:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,06:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,00:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,Marhaba Indian,Bombay Seafood Grill,11:30:00.000,23:30:00.000,Marhaba Indian,Bombay Seafood Grill,Out of Range with 5 mins difference"
",,Marhaba Indian,Bombay Seafood Grill,11:30:00.000,23:30:00.000,Marhaba Indian,Bombay Seafood Grill,Out of Range with 5 mins difference"
",,Marhaba Indian,Bombay Seafood Grill,11:30:00.000,23:30:00.000,Marhaba Indian,Bombay Seafood Grill,Out of Range with 5 mins difference"
",,Marhaba Indian,Bombay Seafood Grill,11:30:00.000,23:30:00.000,Marhaba Indian,Bombay Seafood Grill,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,00:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Suzanne's Sub Sandwiches,Out of Range with 5 mins difference"
",,Mi Yucatan,The Dessert Dream,06:00:00.000,19:00:00.000,Mi Yucatan,The Dessert Dream,Out of Range with 5 mins difference"
",,Mi Yucatan,The Dessert Dream,09:00:00.000,21:00:00.000,Mi Yucatan,The Dessert Dream,Out of Range with 5 mins difference"
",,Mi Yucatan,The Dessert Dream,09:00:00.000,21:00:00.000,Mi Yucatan,The Dessert Dream,Out of Range with 5 mins difference"
",,Mi Yucatan,The Dessert Dream,09:00:00.000,21:00:00.000,Mi Yucatan,The Dessert Dream,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Empire State Panini,06:00:00.000,23:00:00.000,1st Ave Gourmet Deli,Empire State Panini,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Empire State Panini,06:00:00.000,00:00:00.000,1st Ave Gourmet Deli,Empire State Panini,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Empire State Panini,06:00:00.000,23:00:00.000,1st Ave Gourmet Deli,Empire State Panini,Out of Range with 5 mins difference"
",,1st Ave Gourmet Deli,Empire State Panini,06:00:00.000,23:00:00.000,1st Ave Gourmet Deli,Empire State Panini,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,11:00:00.000,00:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,11:00:00.000,15:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,11:00:00.000,00:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,11:00:00.000,00:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Butter Chicken Snob,Out of Range with 5 mins difference"
",,Prince Deli Market,Village Breakfast Snob,00:00:00.000,00:00:00.000,Prince Deli Market,Village Breakfast Snob,Out of Range with 5 mins difference"
",,Prince Deli Market,Village Breakfast Snob,06:00:00.000,05:30:00.000,Prince Deli Market,Village Breakfast Snob,Out of Range with 5 mins difference"
",,Prince Deli Market,Village Breakfast Snob,06:00:00.000,05:30:00.000,Prince Deli Market,Village Breakfast Snob,Out of Range with 5 mins difference"
",,Prince Deli Market,Village Breakfast Snob,06:00:00.000,05:30:00.000,Prince Deli Market,Village Breakfast Snob,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Farmers Market Salad,10:00:00.000,20:30:00.000,Fresco Pizza & Grill,Farmers Market Salad,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Farmers Market Salad,10:00:00.000,04:45:00.000,Fresco Pizza & Grill,Farmers Market Salad,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Farmers Market Salad,10:00:00.000,04:45:00.000,Fresco Pizza & Grill,Farmers Market Salad,Out of Range with 5 mins difference"
",,Fresco Pizza & Grill,Farmers Market Salad,10:00:00.000,05:00:00.000,Fresco Pizza & Grill,Farmers Market Salad,Out of Range with 5 mins difference"
",,Sicilian Pizza & Pasta - 327 Union St,The Burger Co,00:00:00.000,00:00:00.000,Sicilian Pizza & Pasta - 327 Union St,The Burger Co,Out of Range with 5 mins difference"
",,Sicilian Pizza & Pasta - 327 Union St,The Burger Co,00:00:00.000,00:00:00.000,Sicilian Pizza & Pasta - 327 Union St,The Burger Co,Out of Range with 5 mins difference"
",,Sicilian Pizza & Pasta - 327 Union St,The Burger Co,00:00:00.000,00:00:00.000,Sicilian Pizza & Pasta - 327 Union St,The Burger Co,Out of Range with 5 mins difference"
",,Gold Street Market,Marty's Wraps Shack,06:00:00.000,02:00:00.000,Gold Street Market,Marty's Wraps Shack,Out of Range with 5 mins difference"
",,Gold Street Market,Marty's Wraps Shack,06:00:00.000,02:00:00.000,Gold Street Market,Marty's Wraps Shack,Out of Range with 5 mins difference"
