"UberEats_startTime,UberEats_endTime,UberEats_restaurant_info/b_name,UberEats_restaurant_info/vb_name,GrubHub_startTime,GrubHub_endTime,GrubHub_restaurant_info/b_name,GrubHub_restaurant_info/vb_name,is_out_of_range"
",,Plaza Gourmet Deli,Fiona's Ultimate Wraps,06:00:00.000,23:00:00.000,Plaza Gourmet Deli,Fiona's Ultimate Wraps,Out of Range with 5 mins difference"
",,Desi Deli,India's Quick Bites,06:00:00.000,00:00:00.000,Desi Deli,India's Quick Bites,Out of Range with 5 mins difference"
",,Desi Deli,India's Quick Bites,09:30:00.000,06:00:00.000,Desi Deli,India's Quick Bites,Out of Range with 5 mins difference"
",,Desi Deli,India's Quick Bites,06:00:00.000,00:00:00.000,Desi Deli,India's Quick Bites,Out of Range with 5 mins difference"
",,Desi Deli,India's Quick Bites,06:00:00.000,00:00:00.000,Desi Deli,India's Quick Bites,Out of Range with 5 mins difference"
",,Marhaba Indian,Sizzlin Tandoor Oven,11:30:00.000,23:30:00.000,Marhaba Indian,Sizzlin Tandoor Oven,Out of Range with 5 mins difference"
",,Marhaba Indian,Sizzlin Tandoor Oven,11:30:00.000,23:30:00.000,Marhaba Indian,Sizzlin Tandoor Oven,Out of Range with 5 mins difference"
",,Marhaba Indian,Sizzlin Tandoor Oven,11:00:00.000,23:00:00.000,Marhaba Indian,Sizzlin Tandoor Oven,Out of Range with 5 mins difference"
",,Marhaba Indian,Sizzlin Tandoor Oven,11:30:00.000,23:30:00.000,Marhaba Indian,Sizzlin Tandoor Oven,Out of Range with 5 mins difference"
",,Chelsea Papaya,Chicken As Tenders,00:00:00.000,00:01:45.387,Chelsea Papaya,Chicken As Tenders,Out of Range with 5 mins difference"
",,Chelsea Papaya,Chicken As Tenders,00:00:00.000,00:00:00.000,Chelsea Papaya,Chicken As Tenders,Out of Range with 5 mins difference"
",,Chelsea Papaya,Chicken As Tenders,00:00:00.000,00:00:00.000,Chelsea Papaya,Chicken As Tenders,Out of Range with 5 mins difference"
",,Chelsea Papaya,Chicken As Tenders,00:00:00.000,00:00:00.000,Chelsea Papaya,Chicken As Tenders,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,00:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Two Hand Burger,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,11:00:00.000,23:59:00.000,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,11:00:00.000,15:00:00.000,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,11:00:00.000,23:59:00.000,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,11:00:00.000,23:59:00.000,Canteen Desi Dhaba - Jersey City [07306],India's Quick Bites,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,06:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,06:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,06:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,00:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Two Hand Burger,Out of Range with 5 mins difference"
",,All Nite Pizza,Ice Cream Fanatic,08:00:00.000,01:00:00.000,All Nite Pizza,Ice Cream Fanatic,Out of Range with 5 mins difference"
",,All Nite Pizza,Ice Cream Fanatic,01:00:34.648,01:00:00.000,All Nite Pizza,Ice Cream Fanatic,Out of Range with 5 mins difference"
",,All Nite Pizza,Ice Cream Fanatic,08:00:00.000,02:00:00.000,All Nite Pizza,Ice Cream Fanatic,Out of Range with 5 mins difference"
",,All Nite Pizza,Ice Cream Fanatic,08:00:00.000,01:00:00.000,All Nite Pizza,Ice Cream Fanatic,Out of Range with 5 mins difference"
",,Gaters,The Burger Co,11:00:00.000,21:00:00.000,Gaters,The Burger Co,Out of Range with 5 mins difference"
",,Gaters,The Burger Co,11:00:00.000,21:00:00.000,Gaters,The Burger Co,Out of Range with 5 mins difference"
",,Gaters,The Burger Co,11:00:00.000,21:00:00.000,Gaters,The Burger Co,Out of Range with 5 mins difference"
",,Gaters,The Burger Co,11:00:00.000,21:00:00.000,Gaters,The Burger Co,Out of Range with 5 mins difference"
",,RBS LLC dba T.L. Kitchen,Veronica's Burrito Bar,,,RBS LLC dba T.L. Kitchen,Veronica's Burrito Bar,Out of Range with 5 mins difference"
",,RBS LLC dba T.L. Kitchen,Veronica's Burrito Bar,,,RBS LLC dba T.L. Kitchen,Veronica's Burrito Bar,Out of Range with 5 mins difference"
",,RBS LLC dba T.L. Kitchen,Veronica's Burrito Bar,,,RBS LLC dba T.L. Kitchen,Veronica's Burrito Bar,Out of Range with 5 mins difference"
",,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,00:00:00.000,00:00:00.000,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,Out of Range with 5 mins difference"
",,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,00:00:00.000,00:00:00.000,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,Out of Range with 5 mins difference"
",,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,00:00:00.000,00:00:00.000,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,Out of Range with 5 mins difference"
",,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,00:00:00.000,00:00:00.000,Sicilian Pizza - Brentwood,Frank's Philly Cheesesteaks,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,00:00:00.000,00:00:00.000,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,06:00:00.000,02:00:00.000,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,06:00:00.000,02:00:00.000,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,Out of Range with 5 mins difference"
",,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,02:43:52.546,02:00:00.000,Heavenly Market IV - 1760 3rd Ave,Fried Munchies Shack,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,00:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Halal Gyro Lab,Out of Range with 5 mins difference"
",,Village Cafe & Grill,RJ's Philly Cheesesteaks,06:00:00.000,19:30:00.000,Village Cafe & Grill,RJ's Philly Cheesesteaks,Out of Range with 5 mins difference"
",,Village Cafe & Grill,RJ's Philly Cheesesteaks,06:00:00.000,19:30:00.000,Village Cafe & Grill,RJ's Philly Cheesesteaks,Out of Range with 5 mins difference"
",,Village Cafe & Grill,RJ's Philly Cheesesteaks,06:00:00.000,19:30:00.000,Village Cafe & Grill,RJ's Philly Cheesesteaks,Out of Range with 5 mins difference"
",,Classic Pizza,Danny's Desserts,11:00:00.000,03:00:00.000,Classic Pizza,Danny's Desserts,Out of Range with 5 mins difference"
",,Classic Pizza,Danny's Desserts,11:00:00.000,03:00:00.000,Classic Pizza,Danny's Desserts,Out of Range with 5 mins difference"
",,Classic Pizza,Danny's Desserts,11:00:00.000,03:00:00.000,Classic Pizza,Danny's Desserts,Out of Range with 5 mins difference"
",,Classic Pizza,Danny's Desserts,01:53:57.680,01:54:45.253,Classic Pizza,Danny's Desserts,Out of Range with 5 mins difference"
",,Wesam Deli,Heaven's Burgers,03:01:49.676,01:30:00.000,Wesam Deli,Heaven's Burgers,Out of Range with 5 mins difference"
",,Wesam Deli,Heaven's Burgers,03:01:50.682,01:30:00.000,Wesam Deli,Heaven's Burgers,Out of Range with 5 mins difference"
",,Wesam Deli,Heaven's Burgers,02:45:41.594,01:00:00.000,Wesam Deli,Heaven's Burgers,Out of Range with 5 mins difference"
",,Wesam Deli,Heaven's Burgers,03:00:28.742,01:30:00.000,Wesam Deli,Heaven's Burgers,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Chelsea Papaya,Good Planet Vegan Burgers,00:00:00.000,00:00:00.000,Chelsea Papaya,Good Planet Vegan Burgers,Out of Range with 5 mins difference"
",,Chelsea Papaya,Good Planet Vegan Burgers,00:00:00.000,00:00:00.000,Chelsea Papaya,Good Planet Vegan Burgers,Out of Range with 5 mins difference"
",,Chelsea Papaya,Good Planet Vegan Burgers,00:00:00.000,00:00:00.000,Chelsea Papaya,Good Planet Vegan Burgers,Out of Range with 5 mins difference"
",,Chelsea Papaya,Good Planet Vegan Burgers,00:00:00.000,00:00:00.000,Chelsea Papaya,Good Planet Vegan Burgers,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,00:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,06:00:00.000,00:00:00.000,Big Famous Deli & Grocery - New York [10011],Mighty Grilled Cheese,Out of Range with 5 mins difference"
",,Hudson Market Place,Smoothie And Dessert Bar,00:00:00.000,08:01:24.575,Hudson Market Place,Smoothie And Dessert Bar,Out of Range with 5 mins difference"
",,Hudson Market Place,Smoothie And Dessert Bar,06:00:00.000,23:55:00.000,Hudson Market Place,Smoothie And Dessert Bar,Out of Range with 5 mins difference"
",,Hudson Market Place,Smoothie And Dessert Bar,06:00:00.000,23:55:00.000,Hudson Market Place,Smoothie And Dessert Bar,Out of Range with 5 mins difference"
",,Headlines Diner,The Pasta Co.,06:00:00.000,22:00:00.000,Headlines Diner,The Pasta Co.,Out of Range with 5 mins difference"
",,Headlines Diner,The Pasta Co.,06:00:00.000,22:00:00.000,Headlines Diner,The Pasta Co.,Out of Range with 5 mins difference"
",,Headlines Diner,The Pasta Co.,06:00:00.000,22:00:00.000,Headlines Diner,The Pasta Co.,Out of Range with 5 mins difference"
",,Headlines Diner,The Pasta Co.,06:00:00.000,22:00:00.000,Headlines Diner,The Pasta Co.,Out of Range with 5 mins difference"
",,Olives Organic Market,Richmond's Burger Bar,06:00:00.000,01:00:00.000,Olives Organic Market,Richmond's Burger Bar,Out of Range with 5 mins difference"
",,Olives Organic Market,Richmond's Burger Bar,06:00:00.000,01:00:00.000,Olives Organic Market,Richmond's Burger Bar,Out of Range with 5 mins difference"
",,Olives Organic Market,Richmond's Burger Bar,06:00:00.000,02:00:00.000,Olives Organic Market,Richmond's Burger Bar,Out of Range with 5 mins difference"
",,Olives Organic Market,Richmond's Burger Bar,06:00:00.000,02:00:00.000,Olives Organic Market,Richmond's Burger Bar,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,02:30:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,15:00:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,02:30:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,The Original Italian Pie,The Wings Shack,10:00:00.000,02:30:00.000,The Original Italian Pie,The Wings Shack,Out of Range with 5 mins difference"
",,Marhaba Indian,Divya's Dum Biryani,11:30:00.000,23:30:00.000,Marhaba Indian,Divya's Dum Biryani,Out of Range with 5 mins difference"
",,Marhaba Indian,Divya's Dum Biryani,11:30:00.000,23:30:00.000,Marhaba Indian,Divya's Dum Biryani,Out of Range with 5 mins difference"
",,Marhaba Indian,Divya's Dum Biryani,11:00:00.000,23:30:00.000,Marhaba Indian,Divya's Dum Biryani,Out of Range with 5 mins difference"
",,Marhaba Indian,Divya's Dum Biryani,11:30:00.000,23:30:00.000,Marhaba Indian,Divya's Dum Biryani,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,11:00:00.000,00:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,15:00:00.000,00:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,11:00:00.000,15:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,Out of Range with 5 mins difference"
",,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,11:00:00.000,00:00:00.000,Canteen Desi Dhaba - Jersey City [07306],Indian Chicken Snob,Out of Range with 5 mins difference"
",,Desi Deli,Indian Biryani Snob,09:30:00.000,19:16:50.411,Desi Deli,Indian Biryani Snob,Out of Range with 5 mins difference"
",,Desi Deli,Indian Biryani Snob,06:00:00.000,00:00:00.000,Desi Deli,Indian Biryani Snob,Out of Range with 5 mins difference"
",,Desi Deli,Indian Biryani Snob,06:00:00.000,00:00:00.000,Desi Deli,Indian Biryani Snob,Out of Range with 5 mins difference"
",,Desi Deli,Indian Biryani Snob,06:00:00.000,00:00:00.000,Desi Deli,Indian Biryani Snob,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,00:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,06:00:00.000,01:00:00.000,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,06:00:00.000,01:00:00.000,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,06:00:00.000,01:00:00.000,Lemon Tree Gourmet Deli,Hyde's Grilled Cheese,Out of Range with 5 mins difference"
",,Seaport Deli,Casa De Quesadilla,00:00:00.000,00:00:00.000,Seaport Deli,Casa De Quesadilla,Out of Range with 5 mins difference"
",,Seaport Deli,Casa De Quesadilla,00:00:00.000,00:00:00.000,Seaport Deli,Casa De Quesadilla,Out of Range with 5 mins difference"
",,Seaport Deli,Casa De Quesadilla,00:00:00.000,00:00:00.000,Seaport Deli,Casa De Quesadilla,Out of Range with 5 mins difference"
",,Seaport Deli,Casa De Quesadilla,00:00:00.000,00:00:00.000,Seaport Deli,Casa De Quesadilla,Out of Range with 5 mins difference"
",,Village Cafe & Grill,The Juice Affair,06:00:00.000,19:30:00.000,Village Cafe & Grill,The Juice Affair,Out of Range with 5 mins difference"
",,Village Cafe & Grill,The Juice Affair,06:00:00.000,19:30:00.000,Village Cafe & Grill,The Juice Affair,Out of Range with 5 mins difference"
",,Village Cafe & Grill,The Juice Affair,06:00:00.000,19:30:00.000,Village Cafe & Grill,The Juice Affair,Out of Range with 5 mins difference"
",,Village Cafe & Grill,The Juice Affair,06:00:00.000,19:30:00.000,Village Cafe & Grill,The Juice Affair,Out of Range with 5 mins difference"
",,Mi Yucatan,Burrito Lovers Bar,09:00:00.000,23:00:00.000,Mi Yucatan,Burrito Lovers Bar,Out of Range with 5 mins difference"
",,Mi Yucatan,Burrito Lovers Bar,06:00:00.000,19:00:00.000,Mi Yucatan,Burrito Lovers Bar,Out of Range with 5 mins difference"
",,Mi Yucatan,Burrito Lovers Bar,09:00:00.000,22:00:00.000,Mi Yucatan,Burrito Lovers Bar,Out of Range with 5 mins difference"
",,Mi Yucatan,Burrito Lovers Bar,09:00:00.000,22:00:00.000,Mi Yucatan,Burrito Lovers Bar,Out of Range with 5 mins difference"
",,Mi Yucatan,Burrito Lovers Bar,09:00:00.000,22:00:00.000,Mi Yucatan,Burrito Lovers Bar,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,Hudson Market Place,Halal Lamb Gyro Spot,06:00:00.000,23:55:00.000,Hudson Market Place,Halal Lamb Gyro Spot,Out of Range with 5 mins difference"
",,Hudson Market Place,Halal Lamb Gyro Spot,06:00:00.000,23:55:00.000,Hudson Market Place,Halal Lamb Gyro Spot,Out of Range with 5 mins difference"
",,Hudson Market Place,Halal Lamb Gyro Spot,06:00:00.000,23:55:00.000,Hudson Market Place,Halal Lamb Gyro Spot,Out of Range with 5 mins difference"
",,Hudson Market Place,Halal Lamb Gyro Spot,06:00:00.000,23:55:00.000,Hudson Market Place,Halal Lamb Gyro Spot,Out of Range with 5 mins difference"
",,Hudson Market Place,Halal Lamb Gyro Spot,00:00:00.000,00:00:00.000,Hudson Market Place,Halal Lamb Gyro Spot,Out of Range with 5 mins difference"
",,Sal's Place Deli Grocery,Philly Cheesesteak Snob,07:00:00.000,23:00:00.000,Sal's Place Deli Grocery,Philly Cheesesteak Snob,Out of Range with 5 mins difference"
",,Sal's Place Deli Grocery,Philly Cheesesteak Snob,07:00:00.000,23:00:00.000,Sal's Place Deli Grocery,Philly Cheesesteak Snob,Out of Range with 5 mins difference"
",,Sal's Place Deli Grocery,Philly Cheesesteak Snob,00:00:00.000,00:00:00.000,Sal's Place Deli Grocery,Philly Cheesesteak Snob,Out of Range with 5 mins difference"
",,Sal's Place Deli Grocery,Philly Cheesesteak Snob,07:00:00.000,23:00:00.000,Sal's Place Deli Grocery,Philly Cheesesteak Snob,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,The French Fries God,06:00:00.000,02:00:00.000,Omega Salad Bar & Deli,The French Fries God,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,The French Fries God,06:00:00.000,02:00:00.000,Omega Salad Bar & Deli,The French Fries God,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,The French Fries God,06:00:00.000,02:00:00.000,Omega Salad Bar & Deli,The French Fries God,Out of Range with 5 mins difference"
",,Omega Salad Bar & Deli,The French Fries God,00:00:00.000,00:00:00.000,Omega Salad Bar & Deli,The French Fries God,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,03:31:06.288,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,10:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,10:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,10:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,Out of Range with 5 mins difference"
",,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,00:00:00.000,00:00:00.000,Plaza Market Queens - 25-02 Queens Plaza S,Drip Check Coffee Shop,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Mario The Baker,The Chicken Affair,10:30:00.000,00:00:00.000,Mario The Baker,The Chicken Affair,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,00:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,Lemon Tree Gourmet Deli,The Smoothie Squeeze,06:00:00.000,00:00:00.000,Lemon Tree Gourmet Deli,The Smoothie Squeeze,Out of Range with 5 mins difference"
",,Village Cafe & Grill,Holly's Burger Bar,06:00:00.000,22:00:00.000,Village Cafe & Grill,Holly's Burger Bar,Out of Range with 5 mins difference"
",,Village Cafe & Grill,Holly's Burger Bar,06:00:00.000,22:00:00.000,Village Cafe & Grill,Holly's Burger Bar,Out of Range with 5 mins difference"
",,Village Cafe & Grill,Holly's Burger Bar,06:00:00.000,22:00:00.000,Village Cafe & Grill,Holly's Burger Bar,Out of Range with 5 mins difference"
",,Village Cafe & Grill,Holly's Burger Bar,06:00:00.000,22:00:00.000,Village Cafe & Grill,Holly's Burger Bar,Out of Range with 5 mins difference"
",,Village Cafe & Grill,Holly's Burger Bar,06:00:00.000,19:30:00.000,Village Cafe & Grill,Holly's Burger Bar,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,1 Up Bistro,The Juice Affair,06:00:00.000,20:00:00.000,1 Up Bistro,The Juice Affair,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,The Pasta Twins,11:00:00.000,02:00:00.000,Modena Pizza & Ice Cream,The Pasta Twins,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,The Pasta Twins,10:00:00.000,00:30:00.000,Modena Pizza & Ice Cream,The Pasta Twins,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,The Pasta Twins,10:00:00.000,00:30:00.000,Modena Pizza & Ice Cream,The Pasta Twins,Out of Range with 5 mins difference"
",,Modena Pizza & Ice Cream,The Pasta Twins,10:00:00.000,00:30:00.000,Modena Pizza & Ice Cream,The Pasta Twins,Out of Range with 5 mins difference"
",,Gaters,Shawarma Kabab House,11:00:00.000,21:00:00.000,Gaters,Shawarma Kabab House,Out of Range with 5 mins difference"
",,Gaters,Shawarma Kabab House,11:00:00.000,21:00:00.000,Gaters,Shawarma Kabab House,Out of Range with 5 mins difference"
",,Gaters,Shawarma Kabab House,11:00:00.000,21:00:00.000,Gaters,Shawarma Kabab House,Out of Range with 5 mins difference"
",,Gaters,Shawarma Kabab House,11:00:00.000,21:00:00.000,Gaters,Shawarma Kabab House,Out of Range with 5 mins difference"
",,Prince Deli Market,Mary's Breakfast Burritos,00:00:00.000,00:00:00.000,Prince Deli Market,Mary's Breakfast Burritos,Out of Range with 5 mins difference"
",,Prince Deli Market,Mary's Breakfast Burritos,06:00:00.000,05:30:00.000,Prince Deli Market,Mary's Breakfast Burritos,Out of Range with 5 mins difference"
",,Prince Deli Market,Mary's Breakfast Burritos,06:00:00.000,05:30:00.000,Prince Deli Market,Mary's Breakfast Burritos,Out of Range with 5 mins difference"
",,Prince Deli Market,Mary's Breakfast Burritos,06:00:00.000,05:30:00.000,Prince Deli Market,Mary's Breakfast Burritos,Out of Range with 5 mins difference"
",,Plaza Gourmet Deli,Palm Tree Acai,00:00:00.000,00:00:00.000,Plaza Gourmet Deli,Palm Tree Acai,Out of Range with 5 mins difference"
",,Plaza Gourmet Deli,Palm Tree Acai,06:00:00.000,23:00:00.000,Plaza Gourmet Deli,Palm Tree Acai,Out of Range with 5 mins difference"
",,Plaza Gourmet Deli,Palm Tree Acai,06:00:00.000,23:00:00.000,Plaza Gourmet Deli,Palm Tree Acai,Out of Range with 5 mins difference"
